Type,Amount,Date,Time,AM/PM,Description,Plaza,Bridge,Lane,Direction,Transponder,Plate,
Toll,$2.40,8/7/2022,3:42:38,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.40,8/7/2022,1:29:23,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.40,8/4/2022,4:43:48,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,8/4/2022,11:23:20,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,8/4/2022,9:52:18,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,8/4/2022,7:22:56,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,8/3/2022,5:52:49,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,8/3/2022,4:35:35,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,8/3/2022,1:56:26,PM,LocalTransaction,5,KennedyBridge,-,SB,6712755,,
Toll,$2.40,8/3/2022,7:08:21,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,8/2/2022,5:37:29,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,8/2/2022,7:08:14,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,8/1/2022,4:53:48,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,8/1/2022,3:52:35,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,8/1/2022,11:02:52,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,8/1/2022,6:56:10,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/30/2022,4:46:20,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,7/30/2022,1:40:22,PM,vTollTransaction,5,KennedyBridge,-,SB,,825ZYS,
Toll,$2.40,7/29/2022,11:07:46,AM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.40,7/29/2022,10:08:11,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/28/2022,5:04:52,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/28/2022,3:09:13,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/28/2022,7:48:24,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/27/2022,4:52:26,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/27/2022,11:02:40,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/27/2022,7:00:56,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/26/2022,4:48:11,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,7/26/2022,4:17:54,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/26/2022,2:16:13,PM,LocalTransaction,3,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/26/2022,1:33:10,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,7/26/2022,12:42:33,PM,vTollTransaction,3,KennedyBridge,-,SB,,825ZYS,
Toll,$2.40,7/26/2022,7:33:23,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/25/2022,5:07:25,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/25/2022,2:12:16,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,7/25/2022,1:18:04,PM,vTollTransaction,5,KennedyBridge,-,SB,,825ZYS,
Toll,$2.40,7/25/2022,7:54:23,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/23/2022,6:50:12,PM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.40,7/23/2022,5:57:18,PM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/23/2022,3:52:30,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.40,7/23/2022,3:14:33,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.40,7/20/2022,5:15:33,PM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.40,7/20/2022,4:48:31,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/20/2022,3:35:34,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/20/2022,8:02:17,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/19/2022,1:27:13,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/19/2022,7:38:08,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/18/2022,5:42:21,PM,LocalTransaction,2,LincolnBridge,-,NB,7020623,,
Toll,$2.40,7/18/2022,12:15:33,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.40,7/18/2022,11:05:29,AM,LocalTransaction,6,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/18/2022,7:45:16,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/15/2022,5:37:14,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/15/2022,7:25:49,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/14/2022,5:06:35,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/14/2022,4:17:57,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,7/14/2022,6:50:15,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/13/2022,5:12:52,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/13/2022,5:07:18,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.40,7/13/2022,6:49:26,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/12/2022,5:44:05,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/12/2022,4:09:29,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.40,7/12/2022,1:46:14,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/12/2022,10:40:42,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.40,7/12/2022,9:45:18,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/12/2022,7:15:51,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/11/2022,5:17:57,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/11/2022,3:25:44,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.40,7/11/2022,12:07:18,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/11/2022,7:33:36,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/9/2022,2:33:26,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.40,7/9/2022,1:51:28,PM,LocalTransaction,3,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/8/2022,12:51:02,PM,vTollTransaction,3,KennedyBridge,-,SB,,825ZYS,
Toll,$2.40,7/7/2022,5:18:17,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/7/2022,2:58:11,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.40,7/7/2022,11:08:02,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/7/2022,8:26:46,AM,LocalTransaction,2,KennedyBridge,-,SB,7020623,,
Toll,$2.40,7/6/2022,5:30:24,PM,LocalTransaction,4,LincolnBridge,-,NB,7020623,,
Toll,$2.40,7/6/2022,3:32:59,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.40,7/6/2022,7:27:15,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/5/2022,5:13:51,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/5/2022,11:09:56,AM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.40,7/5/2022,10:39:31,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/5/2022,7:59:06,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.40,7/1/2022,5:01:48,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.40,7/1/2022,11:39:03,AM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.40,7/1/2022,7:56:59,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/30/2022,6:09:03,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,6/28/2022,5:05:32,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/28/2022,8:08:00,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/27/2022,6:14:18,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/27/2022,11:50:44,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/27/2022,10:28:25,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,6/27/2022,7:56:03,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/24/2022,4:52:57,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/24/2022,7:33:15,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/23/2022,4:39:30,PM,LocalTransaction,4,LincolnBridge,-,NB,7020623,,
Toll,$2.21,6/23/2022,3:16:29,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/23/2022,10:38:10,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/23/2022,10:04:21,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/23/2022,8:19:06,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/23/2022,7:59:52,AM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/22/2022,6:17:32,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/22/2022,12:30:06,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/22/2022,7:25:00,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/21/2022,6:41:50,PM,LocalTransaction,4,LincolnBridge,-,NB,7020623,,
Toll,$2.21,6/21/2022,7:55:25,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/20/2022,5:13:28,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/20/2022,7:56:46,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/17/2022,2:31:46,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/16/2022,5:17:12,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,6/16/2022,4:31:48,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/16/2022,2:48:03,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/16/2022,11:47:34,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/16/2022,7:53:33,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/15/2022,5:10:18,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/15/2022,3:48:22,PM,vTollTransaction,5,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,6/15/2022,7:48:04,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/14/2022,4:35:31,PM,LocalTransaction,4,LincolnBridge,-,NB,7020623,,
Toll,$2.21,6/14/2022,8:05:09,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/13/2022,5:16:22,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/13/2022,7:59:34,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/11/2022,10:46:09,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,6/10/2022,5:13:24,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/10/2022,7:57:20,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/9/2022,4:41:18,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/9/2022,7:50:17,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/8/2022,6:15:41,PM,LocalTransaction,4,LincolnBridge,-,NB,6712755,,
Toll,$2.21,6/8/2022,5:52:39,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/8/2022,5:20:56,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/8/2022,2:52:36,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/8/2022,1:42:52,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,6/8/2022,7:53:20,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/7/2022,5:56:00,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/7/2022,5:41:35,PM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,6/7/2022,2:22:40,PM,LocalTransaction,6,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/7/2022,1:05:13,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/7/2022,7:51:35,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/3/2022,5:12:59,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/3/2022,7:54:26,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/2/2022,5:54:59,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/2/2022,2:17:36,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,6/2/2022,12:01:34,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,6/2/2022,7:33:52,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,6/1/2022,5:13:19,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,6/1/2022,7:31:32,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/31/2022,5:57:39,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/31/2022,5:41:52,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,5/31/2022,1:21:13,PM,vTollTransaction,3,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,5/31/2022,10:35:55,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/31/2022,8:05:41,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/28/2022,2:41:12,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.21,5/27/2022,5:07:08,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/27/2022,10:17:25,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/26/2022,4:50:56,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/26/2022,7:36:45,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/25/2022,5:43:08,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/25/2022,12:39:42,PM,vTollTransaction,7,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,5/25/2022,7:37:33,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/24/2022,5:14:06,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/24/2022,4:49:31,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.21,5/24/2022,7:29:29,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/23/2022,12:51:42,PM,LocalTransaction,2,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,5/20/2022,5:31:44,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,5/20/2022,4:55:48,PM,LocalTransaction,4,LincolnBridge,-,NB,7020623,,
Toll,$2.21,5/20/2022,3:37:50,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/20/2022,7:52:03,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/19/2022,6:40:27,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/19/2022,6:36:15,PM,vTollTransaction,2,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,5/19/2022,3:18:03,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/19/2022,12:30:20,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,5/19/2022,8:01:13,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/18/2022,5:36:27,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/18/2022,2:57:26,PM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/18/2022,7:59:07,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/17/2022,5:03:03,PM,LocalTransaction,2,LincolnBridge,-,NB,7020623,,
Toll,$2.21,5/17/2022,8:10:57,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/16/2022,5:57:24,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/16/2022,7:49:18,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/13/2022,3:33:43,PM,LocalTransaction,5,LincolnBridge,-,NB,7020623,,
Toll,$2.21,5/13/2022,2:24:13,PM,LocalTransaction,5,KennedyBridge,-,SB,7020623,,
Toll,$2.21,5/13/2022,10:37:01,AM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/13/2022,8:07:25,AM,LocalTransaction,4,KennedyBridge,-,SB,7020623,,
Toll,$2.21,5/12/2022,4:31:12,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/12/2022,2:15:21,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,5/12/2022,7:56:30,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/11/2022,4:19:27,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/11/2022,2:15:14,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,5/11/2022,12:33:21,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/11/2022,7:47:55,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/10/2022,5:36:25,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/10/2022,7:45:59,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/9/2022,6:16:21,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/9/2022,4:20:51,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,5/9/2022,7:33:46,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/6/2022,5:40:08,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/6/2022,7:54:48,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/5/2022,3:08:03,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/5/2022,7:57:08,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/4/2022,3:04:56,PM,LocalTransaction,2,LincolnBridge,-,NB,7020623,,
Toll,$2.21,5/4/2022,7:46:16,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/3/2022,5:27:53,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/3/2022,4:00:14,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,5/3/2022,3:12:18,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/3/2022,1:34:21,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,5/3/2022,10:37:58,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/3/2022,7:56:17,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,5/2/2022,5:34:18,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,5/2/2022,3:45:33,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,5/2/2022,2:20:13,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,5/2/2022,7:52:42,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/29/2022,5:01:19,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/29/2022,11:09:50,AM,vTollTransaction,3,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,4/29/2022,10:18:24,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,4/29/2022,7:56:03,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/28/2022,5:40:02,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/28/2022,7:50:07,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/27/2022,5:23:02,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/27/2022,1:44:20,PM,vTollTransaction,3,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,4/27/2022,11:42:19,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,4/27/2022,7:48:07,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/26/2022,5:26:51,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/26/2022,7:47:30,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/25/2022,5:28:06,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/25/2022,7:43:46,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/23/2022,8:57:13,AM,LocalTransaction,2,LincolnBridge,-,NB,6369620,,
Toll,$2.21,4/23/2022,8:51:05,AM,LocalTransaction,4,KennedyBridge,-,SB,6369620,,
Toll,$2.21,4/22/2022,5:40:12,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/22/2022,7:50:50,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/21/2022,4:55:34,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/21/2022,4:11:05,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,4/21/2022,1:03:28,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,4/21/2022,7:51:20,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/20/2022,6:28:02,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/20/2022,1:31:31,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,4/20/2022,9:19:32,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/19/2022,5:25:35,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/19/2022,5:04:59,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,4/19/2022,7:58:26,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/18/2022,5:25:08,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/18/2022,7:59:53,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/15/2022,3:23:38,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/15/2022,7:59:18,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/14/2022,5:31:32,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/14/2022,5:15:34,PM,LocalTransaction,5,LincolnBridge,-,NB,6712755,,
Toll,$2.21,4/14/2022,4:04:11,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,4/14/2022,7:47:26,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/13/2022,6:39:56,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/13/2022,12:03:14,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,4/13/2022,10:48:14,AM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,4/13/2022,7:48:23,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/12/2022,5:04:32,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/12/2022,7:57:06,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/11/2022,5:47:06,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
