Type,Amount,Date,Time,AM/PM,Description,Plaza,Bridge,Lane,Direction,Transponder,Plate,
Toll,$2.21,4/11/2022,1:01:39,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,4/11/2022,7:49:04,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/10/2022,5:32:01,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,4/8/2022,10:56:08,PM,LocalTransaction,5,LincolnBridge,-,NB,7020623,,
Toll,$2.21,4/8/2022,7:18:42,PM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/8/2022,6:31:36,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,4/8/2022,4:50:14,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/8/2022,4:36:27,PM,vTollTransaction,6,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,4/8/2022,7:46:54,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/7/2022,5:43:11,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/7/2022,7:51:46,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/6/2022,6:22:22,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,4/6/2022,4:53:12,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/6/2022,7:47:13,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/5/2022,5:04:12,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/5/2022,7:51:06,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/4/2022,4:58:22,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/4/2022,7:50:40,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,4/2/2022,2:56:01,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,4/2/2022,11:59:57,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,4/1/2022,5:07:49,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,4/1/2022,10:52:16,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,4/1/2022,7:48:42,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/31/2022,9:55:44,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,3/31/2022,5:43:11,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,3/31/2022,5:04:08,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/31/2022,7:57:22,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/30/2022,3:02:33,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/30/2022,7:22:03,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/29/2022,4:59:03,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/29/2022,4:49:26,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,3/29/2022,3:11:19,PM,vTollTransaction,4,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,3/29/2022,7:45:20,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/28/2022,5:32:14,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/28/2022,11:20:09,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,3/28/2022,10:23:06,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,3/28/2022,7:49:02,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/26/2022,4:19:54,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,3/25/2022,6:28:16,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,3/25/2022,5:05:30,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/25/2022,7:58:31,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/24/2022,4:59:13,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/24/2022,7:51:56,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/23/2022,5:27:52,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/23/2022,7:46:59,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/22/2022,4:37:02,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/22/2022,4:02:09,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,3/22/2022,1:42:27,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,3/22/2022,7:55:41,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/22/2022,7:55:15,AM,LocalTransaction,2,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,3/21/2022,5:31:28,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/21/2022,12:32:58,PM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/21/2022,11:47:49,AM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/21/2022,7:58:51,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/20/2022,12:30:23,AM,LocalTransaction,5,LincolnBridge,-,NB,7020623,,
Toll,$2.21,3/19/2022,11:33:37,PM,LocalTransaction,6,KennedyBridge,-,SB,7020623,,
Toll,$2.21,3/17/2022,4:49:45,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/17/2022,7:51:08,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/16/2022,4:47:57,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/16/2022,8:04:35,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/15/2022,4:34:43,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/15/2022,7:51:24,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/14/2022,5:01:58,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/14/2022,7:57:36,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/12/2022,12:14:34,PM,LocalTransaction,5,LincolnBridge,-,NB,7020623,,
Toll,$2.21,3/12/2022,11:55:43,AM,LocalTransaction,6,KennedyBridge,-,SB,7020623,,
Toll,$2.21,3/11/2022,2:41:48,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/11/2022,7:56:31,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/10/2022,5:15:22,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/10/2022,8:15:51,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/9/2022,5:40:43,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/9/2022,7:53:31,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/8/2022,7:46:16,PM,LocalTransaction,5,LincolnBridge,-,NB,6712755,,
Toll,$2.21,3/8/2022,6:04:05,PM,LocalTransaction,2,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,3/8/2022,4:09:58,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/8/2022,7:52:52,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/7/2022,5:52:54,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/7/2022,11:33:11,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,3/7/2022,10:31:32,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,3/7/2022,9:38:28,AM,LocalTransaction,3,KennedyBridge,-,SB,7020623,,
Toll,$2.21,3/4/2022,4:46:22,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/4/2022,11:14:56,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,3/4/2022,8:05:51,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/3/2022,6:02:33,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,3/3/2022,4:37:52,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/3/2022,3:47:20,PM,vTollTransaction,5,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,3/3/2022,8:08:06,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/2/2022,4:29:08,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/2/2022,7:49:44,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,3/1/2022,4:07:35,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,3/1/2022,7:46:06,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/28/2022,4:52:38,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/28/2022,8:09:02,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/25/2022,4:43:16,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/25/2022,8:10:33,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/24/2022,6:13:02,PM,LocalTransaction,6,KennedyBridge,-,SB,7020623,,
Toll,$2.21,2/24/2022,4:30:02,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/24/2022,8:10:34,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/23/2022,4:43:56,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/23/2022,10:10:56,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,2/23/2022,9:33:20,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,2/23/2022,8:02:05,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/22/2022,5:22:14,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/22/2022,4:59:00,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,2/22/2022,2:51:53,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,2/22/2022,8:18:09,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/21/2022,1:53:43,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/21/2022,8:10:57,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/19/2022,2:16:07,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,2/19/2022,12:58:19,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,2/18/2022,3:28:08,PM,LocalTransaction,2,LincolnBridge,-,NB,7020623,,
Toll,$2.21,2/18/2022,8:03:44,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/17/2022,4:53:35,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/17/2022,8:13:26,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/16/2022,4:49:12,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/16/2022,8:13:14,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/15/2022,4:49:28,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/15/2022,12:27:44,PM,vTollTransaction,2,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,2/15/2022,8:17:49,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/14/2022,4:49:54,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,2/14/2022,1:40:45,PM,LocalTransaction,4,LincolnBridge,-,NB,6712755,,
Toll,$2.21,2/14/2022,12:29:33,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,2/14/2022,8:32:42,AM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,2/8/2022,4:45:32,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,2/8/2022,3:26:35,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,2/7/2022,5:50:25,PM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,2/2/2022,11:48:28,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,2/2/2022,10:22:44,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,1/31/2022,6:55:12,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,1/31/2022,10:53:34,AM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,1/31/2022,10:18:02,AM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,1/31/2022,7:58:11,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,1/29/2022,2:51:42,PM,LocalTransaction,4,LincolnBridge,-,NB,7020623,,
Toll,$2.21,1/29/2022,1:03:56,PM,LocalTransaction,4,KennedyBridge,-,SB,7020623,,
Toll,$5.53,1/28/2022,4:31:51,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,1/24/2022,2:15:47,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,1/24/2022,1:27:07,PM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.21,1/22/2022,4:45:46,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,1/22/2022,3:16:12,PM,LocalTransaction,2,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,1/21/2022,6:20:39,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.21,1/17/2022,12:44:20,PM,vTollTransaction,3,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,1/10/2022,12:41:36,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.21,1/10/2022,12:07:43,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,1/8/2022,1:48:02,PM,LocalTransaction,4,LincolnBridge,-,NB,6712755,,
Toll,$2.21,1/5/2022,5:02:04,PM,vTollTransaction,3,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,1/5/2022,3:35:02,PM,LocalTransaction,3,KennedyBridge,-,SB,6712755,,
Toll,$2.21,1/1/2022,9:06:29,PM,LocalTransaction,5,LincolnBridge,-,NB,7020623,,
Toll,$2.21,12/30/2021,8:57:34,AM,LocalTransaction,5,KennedyBridge,-,SB,7020623,,
Toll,$2.21,12/29/2021,2:17:52,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,12/29/2021,2:01:46,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,12/28/2021,3:46:16,PM,vTollTransaction,2,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,12/22/2021,3:31:09,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,12/22/2021,11:15:04,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,12/20/2021,12:28:19,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,12/20/2021,10:07:42,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,12/19/2021,2:05:15,PM,vTollTransaction,2,EastEndCrossing,-,SB,,825ZYS,
Toll,$2.21,12/18/2021,5:27:55,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,12/18/2021,4:26:32,PM,vTollTransaction,3,EastEndCrossing,-,SB,,825ZYS,
Toll,$2.21,12/16/2021,3:38:41,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,12/15/2021,12:20:29,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,12/15/2021,10:36:14,AM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,12/14/2021,5:40:53,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,12/14/2021,4:54:04,PM,LocalTransaction,2,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,12/9/2021,1:37:31,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,12/8/2021,12:06:17,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,12/7/2021,2:33:38,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,12/7/2021,10:46:04,AM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,12/2/2021,4:43:39,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,11/29/2021,10:43:30,AM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,11/27/2021,4:26:19,PM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,11/23/2021,2:15:47,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,11/19/2021,3:43:21,PM,vTollTransaction,2,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,11/18/2021,10:22:42,AM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.21,11/16/2021,2:33:55,PM,vTollTransaction,6,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,11/15/2021,1:05:13,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,11/14/2021,4:21:30,PM,LocalTransaction,3,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,11/14/2021,3:27:53,PM,LocalTransaction,3,EastEndCrossing,-,SB,7020623,,
Toll,$2.21,11/12/2021,1:36:22,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,11/12/2021,11:35:06,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,11/8/2021,2:50:40,PM,vTollTransaction,3,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,11/8/2021,12:25:56,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,11/4/2021,4:20:44,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,11/4/2021,9:56:51,AM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,11/3/2021,5:16:59,PM,LocalTransaction,3,LincolnBridge,-,NB,6712755,,
Toll,$2.21,11/3/2021,3:09:12,PM,vTollTransaction,3,KennedyBridge,-,SB,,825ZYS,
Toll,$2.21,11/2/2021,11:02:25,AM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,11/2/2021,10:05:08,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,10/30/2021,5:36:15,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,10/30/2021,4:42:06,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,10/25/2021,7:06:46,PM,LocalTransaction,6,LincolnBridge,-,NB,6712755,,
Toll,$2.21,10/19/2021,11:49:18,AM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,10/19/2021,10:34:11,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,10/17/2021,3:33:46,PM,LocalTransaction,2,EastEndCrossing,-,NB,7020623,,
Toll,$2.21,10/17/2021,12:55:52,PM,LocalTransaction,5,KennedyBridge,-,SB,7020623,,
Toll,$2.21,10/15/2021,4:57:11,PM,LocalTransaction,6,LincolnBridge,-,NB,6712755,,
Toll,$2.21,10/14/2021,7:20:46,PM,LocalTransaction,6,LincolnBridge,-,NB,7020623,,
Toll,$2.21,10/14/2021,6:38:16,PM,LocalTransaction,7,KennedyBridge,-,SB,7020623,,
Toll,$2.21,10/7/2021,8:47:28,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,10/7/2021,5:55:55,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,10/7/2021,4:51:06,PM,LocalTransaction,6,LincolnBridge,-,NB,6712755,,
Toll,$2.21,10/7/2021,3:20:34,PM,LocalTransaction,6,KennedyBridge,-,SB,6712755,,
Toll,$2.21,9/28/2021,11:28:33,AM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,9/28/2021,10:16:19,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,9/23/2021,5:13:04,PM,LocalTransaction,5,LincolnBridge,-,NB,6712755,,
Toll,$2.21,9/22/2021,9:34:20,PM,vTollTransaction,5,LincolnBridge,-,NB,,358LJT,
Toll,$2.21,9/22/2021,9:06:24,PM,vTollTransaction,6,KennedyBridge,-,SB,,358LJT,
Toll,$2.21,9/17/2021,5:00:51,AM,vTollTransaction,5,LincolnBridge,-,NB,,358LJT,
Toll,$2.21,9/17/2021,4:41:40,AM,vTollTransaction,6,KennedyBridge,-,SB,,358LJT,
Toll,$2.21,9/16/2021,2:19:43,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,9/13/2021,2:45:54,PM,vTollTransaction,6,LincolnBridge,-,NB,,825ZYS,
Toll,$2.21,9/13/2021,1:55:00,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,9/13/2021,1:04:06,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,9/13/2021,12:00:31,PM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,9/8/2021,3:55:06,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,9/3/2021,11:32:42,AM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,9/3/2021,10:46:47,AM,LocalTransaction,5,KennedyBridge,-,SB,6712755,,
Toll,$2.21,9/1/2021,5:23:23,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,8/31/2021,1:22:50,PM,LocalTransaction,4,LincolnBridge,-,NB,6712755,,
Toll,$2.21,8/31/2021,10:01:44,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,8/30/2021,4:00:42,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,8/27/2021,12:37:23,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,8/23/2021,5:21:03,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,8/20/2021,10:45:50,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,8/20/2021,9:58:22,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,8/12/2021,2:47:55,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,8/10/2021,11:26:09,AM,LocalTransaction,6,LincolnBridge,-,NB,6712755,,
Toll,$2.21,8/6/2021,5:25:11,PM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.21,8/3/2021,3:30:37,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,7/30/2021,2:43:53,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,7/28/2021,5:40:12,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,7/19/2021,12:12:07,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,7/19/2021,9:50:34,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.21,7/16/2021,3:45:34,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.21,7/16/2021,2:11:42,PM,LocalTransaction,2,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,7/15/2021,7:22:02,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.21,7/15/2021,3:21:23,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.21,7/15/2021,11:46:49,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,7/9/2021,11:02:50,AM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,7/8/2021,8:27:10,PM,vTollTransaction,3,EastEndCrossing,-,NB,,825ZYS,
Toll,$2.21,7/8/2021,4:19:16,PM,LocalTransaction,4,KennedyBridge,-,SB,6712755,,
Toll,$2.21,7/8/2021,3:51:52,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.21,7/7/2021,5:30:21,PM,LocalTransaction,3,KennedyBridge,-,SB,6712755,,
Toll,$2.15,6/22/2021,1:30:37,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.15,6/19/2021,6:17:07,PM,LocalTransaction,2,LincolnBridge,-,NB,6712755,,
Toll,$2.15,6/14/2021,3:06:48,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.15,6/10/2021,3:00:31,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.15,6/10/2021,10:32:12,AM,LocalTransaction,2,KennedyBridge,-,SB,6712755,,
Toll,$2.15,6/8/2021,1:31:15,PM,LocalTransaction,2,LincolnBridge,-,NB-Exit0,6712755,,
Toll,$2.15,6/3/2021,10:31:03,PM,LocalTransaction,2,EastEndCrossing,-,NB,6712755,,
Toll,$2.15,6/3/2021,7:33:20,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
Toll,$2.15,6/2/2021,7:08:03,PM,LocalTransaction,3,EastEndCrossing,-,NB,6712755,,
Toll,$2.15,6/2/2021,1:53:42,PM,LocalTransaction,3,EastEndCrossing,-,SB,6712755,,
